Date,Open,High,Low,Close,Volume,AVG
2010-12-19,0.241,0.2499,0.24,0.2401,487,0.24275
2010-12-20,0.2401,0.275,0.24,0.267,2769,0.255525
2010-12-21,0.267,0.267,0.24,0.24,2291,0.2535
2010-12-22,0.24,0.25,0.244,0.25,949,0.246
2010-12-23,0.25,0.25,0.241,0.25,2160,0.24775
2010-12-24,0.25,0.25,0.242,0.248,1252,0.2475
2010-12-25,0.248,0.25,0.2475,0.2499,175,0.24885
2010-12-26,0.2499,0.27,0.2464,0.265,4203,0.257825
2010-12-27,0.265,0.27,0.251,0.265,1270,0.26275
2010-12-28,0.265,0.281,0.2612,0.281,4238,0.27205
2010-12-29,0.281,0.301,0.271,0.3,5363,0.28825
2010-12-30,0.3,0.3,0.291,0.3,759,0.29775
2010-12-31,0.3,0.3,0.292,0.3,428,0.298
2011-01-01,0.3,0.3,0.292,0.3,841,0.298
2011-01-02,0.3,0.3,0.289,0.3,1584,0.29725
2011-01-03,0.3,0.2999,0.29,0.295,420,0.296225
2011-01-04,0.295,0.2999,0.289,0.2989,548,0.2957
2011-01-05,0.2989,0.299,0.29,0.299,106,0.296725
2011-01-06,0.299,0.299,0.29,0.298,1031,0.2965
2011-01-07,0.298,0.322,0.2975,0.32,13152,0.309375
2011-01-08,0.32,0.3229,0.309,0.3229,512,0.3187
2011-01-09,0.3229,0.3229999999999999,0.3229,0.3229999999999999,546,0.32295
2011-01-10,0.3229999999999999,0.3289999999999999,0.3175,0.3266,3360,0.324025
2011-01-11,0.3266,0.3266,0.3176,0.3266,1578,0.32435
2011-01-12,0.3266,0.3557,0.318,0.3188,10508,0.329775
2011-01-13,0.3188,0.405,0.3176,0.3176,7147,0.33975
2011-01-14,0.3176,0.45,0.3176,0.4,10691,0.3713
2011-01-15,0.4,0.4,0.385,0.386,591,0.39275
2011-01-16,0.386,0.4,0.386,0.3868,1085,0.3897000000000001
2011-01-17,0.3868,0.3868,0.315,0.3495,6360,0.359525
2011-01-18,0.3495,0.3495,0.305,0.313,4950,0.32925
2011-01-19,0.313,0.313,0.305,0.313,2247,0.311
2011-01-20,0.313,0.39,0.31,0.39,6900,0.35075
2011-01-21,0.39,0.44,0.368,0.4199,3351,0.404475
2011-01-22,0.4199,0.4443,0.39,0.4443,4513,0.424625
2011-01-23,0.4443,0.4443,0.42,0.4424,505,0.43775
2011-01-24,0.4424,0.4424,0.381,0.4199,4516,0.421425
2011-01-25,0.4199,0.425,0.4,0.41,901,0.413725
2011-01-26,0.41,0.42,0.3904,0.417,6315,0.40935
2011-01-27,0.417,0.45,0.4085,0.4212,12086,0.424175
2011-01-28,0.4212,0.446,0.4212,0.446,2301,0.4336
2011-01-29,0.446,0.445,0.43,0.439,643,0.44
2011-01-30,0.439,0.48,0.445,0.4799,4775,0.460975
2011-01-31,0.4799,0.95,0.47,0.52,32708,0.604975
2011-02-01,0.52,0.85,0.5201,0.7,23264,0.647525
2011-02-02,0.7,0.76,0.69,0.716,4126,0.7164999999999999
2011-02-03,0.716,0.75,0.6501,0.69,6064,0.701525
2011-02-04,0.69,0.88,0.67,0.8109999999999999,33965,0.7627499999999999
2011-02-05,0.8109999999999999,0.92,0.8115,0.92,13634,0.865625
2011-02-06,0.92,0.92,0.83,0.8997,7608,0.892425
2011-02-07,0.8997,0.9,0.83,0.89,1949,0.8799250000000001
2011-02-08,0.89,0.918,0.8617,0.918,6306,0.8969250000000001
2011-02-09,0.918,1.09,0.82,1.09,47455,0.9795
2011-02-10,1.09,1.1,0.8,0.9803,25568,0.992575
2011-02-11,0.9803,1.09,0.9264,1.07,13213,1.016675
2011-02-12,1.07,1.08,0.9906,1.08,4353,1.0551500000000005
2011-02-13,1.08,1.08,1.02,1.05,3398,1.0575
2011-02-14,1.05,1.08,1.03,1.07,7532,1.0575
2011-02-15,1.07,1.09,1.03,1.05,9085,1.06
2011-02-16,1.05,1.05,1.02,1.05,7465,1.0425
2011-02-17,1.05,1.05,1.02,1.04,4184,1.04
2011-02-18,1.04,1.04,0.7801,0.8989,32719,0.93975
2011-02-19,0.8989,0.98,0.8376,0.949,3454,0.916375
2011-02-20,0.949,0.949,0.83,0.85,8503,0.8945
2011-02-21,0.85,0.8796,0.8313,0.8345,1435,0.8488500000000001
2011-02-22,0.8345,0.95,0.8313,0.8702,10650,0.8715
2011-02-23,0.8702,0.945,0.8681,0.9,6057,0.895825
2011-02-24,0.9,1.0,0.9,0.9974,12708,0.94935
2011-02-25,0.9974,0.9998,0.9111,0.9111,4276,0.95485
2011-02-26,0.9111,0.97,0.9106,0.958,4452,0.937425
2011-02-27,0.958,0.958,0.89,0.89,21576,0.924
2011-02-28,0.89,0.92,0.845,0.86,4108,0.87875
2011-03-01,0.86,0.97,0.8502,0.9202,21413,0.9001
2011-03-02,0.9202,0.94,0.9102,0.9399,2533,0.927575
2011-03-03,0.9399,0.9399,0.91,0.9391,2520,0.932225
2011-03-04,0.9391,0.9391,0.9001,0.901,2469,0.919825
2011-03-05,0.901,0.9189,0.8111,0.9103,11115,0.885325
2011-03-06,0.9103,0.9098,0.81,0.8999,10775,0.8825000000000001
2011-03-07,0.8999,0.909,0.846,0.885,13527,0.8849750000000001
2011-03-08,0.885,0.885,0.85,0.87,3931,0.8725
2011-03-09,0.87,0.87,0.85,0.8645,3881,0.863625
2011-03-10,0.8645,0.9329,0.8497,0.9329,7895,0.895
2011-03-11,0.9329,0.925,0.8601,0.88,3301,0.8995
2011-03-12,0.88,0.9197,0.88,0.918,4319,0.899425
2011-03-13,0.918,0.918,0.8898,0.8925,595,0.904575
2011-03-14,0.8925,0.9,0.88,0.8949,4676,0.89185
2011-03-15,0.8949,0.8949,0.87,0.87,2405,0.8824500000000001
2011-03-16,0.87,0.88,0.836,0.86,6761,0.8614999999999999
2011-03-17,0.86,0.88,0.81,0.8254,6042,0.84385
2011-03-18,0.8254,0.8506,0.71,0.8165,10971,0.800625
2011-03-19,0.8165,0.797,0.7313,0.765,7457,0.7774500000000001
2011-03-20,0.765,0.79,0.7402,0.7411,4502,0.759075
2011-03-21,0.7411,0.7724,0.7405,0.759,2780,0.75325
2011-03-22,0.759,0.81,0.7405,0.809,9499,0.779625
2011-03-23,0.809,0.85,0.78,0.8497,11029,0.822175
2011-03-24,0.8497,0.9,0.8266,0.8669,12259,0.8608
2011-03-25,0.8669,0.89,0.861,0.8838,4225,0.8754249999999999
2011-03-26,0.8838,0.905,0.841,0.8552,10250,0.8712500000000001
2011-03-27,0.82,0.85,0.76,0.799,10141,0.8072499999999999
2011-03-28,0.799,0.7997,0.7648,0.7925,3312,0.789
2011-03-29,0.7925,0.795,0.7659999999999999,0.7897,2532,0.7857999999999999
2011-03-30,0.7897,0.8009999999999999,0.768,0.7846,5429,0.785825
2011-03-31,0.7846,0.797,0.7741,0.7741,2483,0.7824499999999999
2011-04-01,0.7741,0.7998,0.7741,0.782,1965,0.7825
2011-04-02,0.782,0.7949,0.777,0.779,3074,0.7832250000000001
2011-04-03,0.779,0.785,0.5619,0.68,21652,0.7014750000000001
2011-04-04,0.68,0.7478,0.58,0.71,6522,0.67945
2011-04-05,0.71,0.75,0.6902,0.74,6264,0.72255
2011-04-06,0.74,0.7849,0.7205,0.7538,8178,0.7498
2011-04-07,0.7538,0.799,0.7309,0.75,13854,0.758425
2011-04-08,0.75,0.7676,0.7205,0.73,8940,0.7420249999999999
2011-04-09,0.73,0.7589,0.71,0.7369,3946,0.73395
2011-04-10,0.7369,0.799,0.7103,0.77,11255,0.75405
2011-04-11,0.77,0.899,0.7703,0.86,41333,0.824825
2011-04-12,0.86,1.0,0.86,0.9225,40467,0.910625
2011-04-13,0.9225,1.0,0.91,1.0,29643,0.958125
2011-04-14,1.0,1.09,0.911,0.9899,50488,0.997725
2011-04-15,0.9899,1.1,0.9541,1.05,30097,1.0235
2011-04-16,1.05,1.14,1.03,1.11,26085,1.0825
2011-04-17,1.11,1.2,1.11,1.16,31552,1.145
2011-04-18,1.16,1.2,1.14,1.2,14782,1.175
2011-04-19,1.2,1.2,1.13,1.14,24691,1.1675
2011-04-20,1.14,1.21,1.14,1.21,46345,1.1749999999999998
2011-04-21,1.21,1.41,1.19,1.41,50929,1.305
2011-04-22,1.41,1.95,1.32,1.7,103242,1.595
2011-04-23,1.7,1.95,1.6,1.63,36076,1.72
2011-04-24,1.63,1.7,1.52,1.56,21226,1.6025
2011-04-25,1.56,1.79,1.53,1.79,40211,1.6675
2011-04-26,1.79,1.95,1.72,1.9,62403,1.84
2011-04-27,1.9,2.65,1.66,2.21,203392,2.105
2011-04-28,2.21,2.95,2.21,2.88,148954,2.5625
2011-04-29,2.88,4.15,2.75,3.5,214977,3.3200000000000003
2011-04-30,3.5,3.87,2.5,3.03,143521,3.225
2011-05-01,3.03,3.5,3.03,3.2,59421,3.1899999999999995
2011-05-02,3.2,3.49,3.11,3.41,56187,3.3025
2011-05-03,3.41,3.58,3.25,3.41,59434,3.4125
2011-05-04,3.41,3.45,3.33,3.33,52331,3.3800000000000003
2011-05-05,3.33,3.61,3.29,3.45,80063,3.42
2011-05-06,3.45,3.7,3.43,3.64,64359,3.555
2011-05-07,3.64,3.94,3.63,3.87,79620,3.770000000000001
2011-05-08,3.87,3.9,3.69,3.8,43805,3.815
2011-05-09,3.8,5.99,3.81,5.81,266466,4.8525
2011-05-10,5.81,6.07,4.6,5.5,281496,5.494999999999999
2011-05-11,5.5,6.49,5.22,6.3,184839,5.8775
2011-05-12,6.3,8.45,6.32,8.2,478840,7.3175
2011-05-13,8.2,8.9,5.83,7.2,435571,7.5325
2011-05-14,7.2,7.78,6.2,6.99,123255,7.0425
2011-05-15,6.99,8.5,6.75,8.03,343050,7.567500000000001
2011-05-16,8.03,8.39,6.98,7.19,265868,7.647500000000001
2011-05-17,7.19,7.5,6.6,6.88,181331,7.0425
2011-05-18,6.88,7.34,6.61,6.81,170134,6.909999999999998
2011-05-19,6.81,7.1,5.58,5.59,278992,6.2700000000000005
2011-05-20,5.59,6.52,5.58,6.12,185640,5.9525
2011-05-21,6.12,6.76,5.99,6.69,154432,6.39
2011-05-22,6.69,7.45,6.69,7.15,250601,6.995000000000001
2011-05-23,7.15,7.51,6.96,7.42,211827,7.26
2011-05-24,7.42,9.33,7.22,8.4,510905,8.0925
2011-05-25,8.4,8.99,8.01,8.8,244820,8.55
2011-05-26,8.8,8.83,8.5,8.5,125149,8.6575
2011-05-27,8.5,8.7,8.11,8.3,103463,8.4025
2011-05-28,8.3,8.49,8.1,8.43,62138,8.33
2011-05-29,8.43,9.0,8.25,8.8,154258,8.620000000000001
2011-05-30,8.8,9.5,8.1,8.74,406882,8.785
2011-05-31,8.74,9.7,8.3,9.57,400564,9.0775
2011-06-01,9.57,10.89,9.5,10.6,415112,10.14
2011-06-02,10.6,14.5,10.58,14.29,954513,12.4925
2011-06-03,14.29,18.889999,14.04,18.889999,729670,16.527499499999998
2011-06-04,18.889999,19.0,16.200001,16.700001,420612,17.69750025
2011-06-05,16.700001,19.23,16.450001,18.549999,1016927,17.73250025
2011-06-06,18.549999,24.32,18.26,23.92,1068903,21.26249975
2011-06-07,23.92,31.91,22.209999,29.6,2858820,26.90999975
2011-06-08,29.6,31.5,26.15,28.92,1861589,29.0425
2011-06-09,28.92,29.4,20.01,23.950001,2274786,25.57000025
2011-06-10,23.950001,23.99,13.0,14.65,2146587,18.89750025
2011-06-11,14.65,24.99,10.25,18.549999,2451134,17.10999975
2011-06-12,18.549999,24.5,16.0,19.84,1476239,19.72249975
2011-06-13,19.84,20.5,18.0,19.280001,696003,19.40500025
2011-06-14,19.280001,20.0,19.02,19.49,545336,19.44750025
2011-06-15,19.49,19.889999,17.0,17.0,927743,18.34499975
2011-06-16,17.0,18.34,13.0,15.68,1684353,16.005000000000006
2011-06-17,15.68,16.950001,15.05,16.889999,569949,16.142500000000002
2011-06-18,16.889999,18.879999,16.85,17.51,536267,17.5324995
2011-06-19,17.51,17.51,17.51,17.51,0,17.51
2011-06-20,17.51,17.51,17.51,17.51,0,17.51
2011-06-21,17.51,17.51,17.51,17.51,0,17.51
2011-06-22,17.51,17.51,17.51,17.51,0,17.51
2011-06-23,17.51,17.51,17.51,17.51,0,17.51
2011-06-24,17.51,17.51,17.51,17.51,0,17.51
2011-06-25,17.51,17.51,14.01,16.450001,234621,16.37000025
2011-06-26,16.450001,18.0,15.0,16.75,535096,16.55000025
2011-06-27,16.75,17.52,16.5,16.950001,413032,16.93000025
2011-06-28,16.950001,17.200001,16.67,16.85,355303,16.917500500000006
2011-06-29,16.85,17.0,15.73,16.1,577145,16.42
2011-06-30,16.1,16.74,15.26,15.4,529197,15.875
2011-07-01,15.4,15.8,15.27,15.4,302134,15.4675
2011-07-02,15.4,15.69,15.31,15.44,259875,15.46
2011-07-03,15.44,15.49,13.14,13.86,756913,14.4825
2011-07-04,13.86,15.0,11.0,12.91,1076305,13.1925
2011-07-05,12.91,16.5,12.67,14.78,1655319,14.215
2011-07-06,14.78,15.9,14.5,14.78,825452,14.99
2011-07-07,14.78,15.64,13.9,14.31,500143,14.6575
2011-07-08,14.31,14.7,14.02,14.38,171329,14.3525
2011-07-09,14.38,15.68,14.35,14.9,682903,14.8275
2011-07-10,14.9,15.2,13.8,14.21,706457,14.527500000000002
2011-07-11,14.21,14.64,13.9,14.01,372986,14.19
2011-07-12,14.01,14.15,13.91,13.95,145032,14.005
2011-07-13,13.95,14.07,13.7,13.99,245982,13.9275
2011-07-14,13.99,14.09,13.5,13.81,344982,13.8475
2011-07-15,13.81,13.81,13.5,13.72,235142,13.71
2011-07-16,13.72,13.75,13.02,13.16,458510,13.412499999999998
2011-07-17,13.16,13.92,12.51,13.48,988903,13.267499999999998
2011-07-18,13.48,14.7,13.44,13.85,948485,13.8675
2011-07-19,13.85,14.0,13.4,13.69,317332,13.735
2011-07-20,13.69,13.78,13.4,13.61,341665,13.62
2011-07-21,13.61,13.81,13.45,13.7,207044,13.642500000000002
2011-07-22,13.7,13.76,13.51,13.68,306380,13.6625
2011-07-23,13.68,14.1,13.6,13.98,369041,13.84
2011-07-24,13.98,14.72,13.76,14.05,448277,14.1275
2011-07-25,14.05,14.05,13.77,13.88,233585,13.937500000000002
2011-07-26,13.88,14.13,13.85,13.94,160645,13.95
2011-07-27,13.94,13.94,13.31,13.49,445690,13.67
2011-07-28,13.49,13.7,13.33,13.5,98020,13.505
2011-07-29,13.5,13.63,13.45,13.53,82590,13.5275
2011-07-30,13.53,14.9,12.83,13.35,618135,13.6525
2011-07-31,13.35,13.55,12.85,13.09,286373,13.21
2011-08-01,13.09,13.1,11.5,12.05,709463,12.435
2011-08-02,12.05,12.16,8.7,9.26,943628,10.5425
2011-08-03,9.26,11.15,9.27,10.75,529876,10.1075
2011-08-04,10.75,10.99,9.5,9.8,315866,10.260000000000002
2011-08-05,9.8,9.95,5.74,6.55,801213,8.01
2011-08-06,6.55,9.47,6.01,7.9,693796,7.4825
2011-08-07,7.9,8.16,7.06,7.8,263570,7.73
2011-08-08,7.8,12.1,7.67,9.99,1112123,9.39
2011-08-09,9.99,10.4,9.5,9.98,242598,9.9675
2011-08-10,9.98,10.5,8.45,9.46,550577,9.5975
2011-08-11,9.46,9.8,8.91,9.46,387476,9.4075
2011-08-12,9.46,10.25,9.28,10.13,291543,9.78
2011-08-13,10.13,11.24,9.62,10.8,468353,10.447500000000002
2011-08-14,10.8,11.89,10.72,11.15,431203,11.14
2011-08-15,11.15,11.32,10.81,10.96,169357,11.06
2011-08-16,10.96,11.1,10.66,10.95,249104,10.9175
2011-08-17,10.95,11.05,10.81,10.83,89515,10.91
2011-08-18,10.83,11.81,10.83,11.65,384289,11.28
2011-08-19,11.65,11.69,11.4,11.45,113880,11.5475
2011-08-20,11.45,11.51,11.31,11.31,99220,11.395
2011-08-21,11.31,11.5,10.51,10.9,407895,11.055
2011-08-22,10.9,11.3,10.81,10.94,141019,10.9875
2011-08-23,10.94,11.08,10.83,10.85,85516,10.925
2011-08-24,10.85,10.89,9.1,9.66,555232,10.125
2011-08-25,9.66,9.89,7.64,8.18,718309,8.842500000000003
2011-08-26,8.18,9.11,8.12,8.59,189777,8.5
2011-08-27,8.59,9.48,8.45,9.07,216706,8.8975
2011-08-28,9.07,9.27,8.65,8.97,193411,8.99
2011-08-29,8.97,9.0,8.55,8.79,103338,8.8275
2011-08-30,8.79,8.79,8.01,8.2,164091,8.447499999999998
2011-08-31,8.2,8.36,8.1,8.21,97874,8.2175
2011-09-01,8.21,8.71,8.23,8.64,141975,8.447500000000002
2011-09-02,8.64,8.69,8.36,8.48,59247,8.5425
2011-09-03,8.48,8.49,7.85,8.18,160817,8.25
2011-09-04,8.18,8.19,7.25,7.61,234672,7.807499999999999
2011-09-05,7.61,7.66,6.12,6.86,555289,7.0625
2011-09-06,6.86,7.6,6.53,7.19,348836,7.045000000000001
2011-09-07,7.19,7.2,6.51,6.53,216888,6.8575
2011-09-08,6.53,6.58,4.18,5.03,1154613,5.58
2011-09-09,5.03,5.49,4.63,4.77,223562,4.98
2011-09-10,4.77,7.4,4.6,5.86,873010,5.6575
2011-09-11,5.86,6.58,5.41,6.08,385739,5.9825
2011-09-12,6.08,6.09,5.7,5.8,138683,5.9175
2011-09-13,5.8,5.85,5.32,5.62,243197,5.6475
2011-09-14,5.62,5.62,4.44,4.84,429502,5.13
