,PM2.5,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2004-03-12 04:00:00,11.0,36.0,60.0,600.0,34.0,1.7,1028.9,-16.3,0.0,1.6
2004-03-12 05:00:00,18.0,36.0,70.0,800.0,27.0,2.2,1028.2,-16.8,0.0,3.1
2004-03-12 06:00:00,26.0,25.0,76.0,900.0,22.0,2.7,1027.3,-16.4,0.0,2.7
2004-03-12 07:00:00,25.0,20.0,57.0,700.0,39.0,3.3,1025.7,-16.4,0.0,1.5
2004-03-12 08:00:00,26.0,22.0,54.0,700.0,43.0,3.8,1024.8,-16.0,0.0,1.3
2004-03-12 09:00:00,37.0,24.0,55.0,700.0,44.0,3.9,1024.1,-16.5,0.0,1.2
2004-03-12 10:00:00,37.0,29.0,63.0,1000.0,38.0,3.5,1023.6,-15.2,0.0,2.5
2004-03-12 11:00:00,44.0,45.0,77.0,1200.0,30.0,2.2,1023.4,-13.6,0.0,0.4
2004-03-12 12:00:00,54.0,50.0,80.0,1100.0,24.0,1.2,1023.2,-12.3,0.0,0.9
2004-03-12 13:00:00,61.0,50.0,97.0,1300.0,10.0,1.5,1022.9,-13.8,0.0,1.2
2004-03-12 14:00:00,67.0,54.0,108.0,1399.0,2.0,1.2,1022.9,-14.1,0.0,1.2
2004-03-12 15:00:00,74.0,72.0,107.0,1399.0,2.0,0.6,1022.6,-14.2,0.0,1.3
2004-03-12 16:00:00,81.0,84.0,110.0,1500.0,3.0,-0.6,1022.3,-13.9,0.0,1.4
2004-03-12 17:00:00,93.0,87.0,107.0,1700.0,2.0,-0.8,1021.1,-13.4,0.0,1.3
2004-03-12 18:00:00,112.0,73.0,100.0,1899.0,2.0,-1.4,1020.4,-13.0,0.0,1.2
2004-03-12 19:00:00,109.0,80.0,101.0,2200.0,2.0,-2.0,1019.4,-13.2,0.0,1.2
2004-03-12 20:00:00,110.0,98.0,99.0,2399.0,2.0,-2.8,1018.3,-12.3,0.0,1.4
2004-03-12 21:00:00,105.0,88.0,100.0,2500.0,2.0,-2.6,1017.2,-13.2,0.0,1.2
2004-03-12 22:00:00,106.0,79.0,92.0,2799.0,2.0,-4.3,1016.9,-11.8,0.0,0.9
2004-03-12 23:00:00,101.0,64.0,87.0,2399.0,2.0,-5.6,1016.3,-10.9,0.0,0.8
2004-03-13 00:00:00,91.0,67.0,87.0,2100.0,2.0,-5.8,1016.2,-11.0,0.0,0.8
2004-03-13 01:00:00,79.0,83.0,91.0,2000.0,2.0,-3.1,1016.5,-11.1,0.0,1.5
2004-03-13 02:00:00,77.0,123.0,90.0,2299.0,2.0,0.7,1016.2,-13.0,0.0,2.3
2004-03-13 03:00:00,83.0,135.0,90.0,2600.0,3.0,3.5,1015.8,-13.8,0.0,0.4
2004-03-13 04:00:00,94.0,116.0,90.0,1800.0,9.0,6.5,1014.9,-13.2,0.0,1.3
2004-03-13 05:00:00,96.0,89.0,93.0,1600.0,14.0,11.4,1013.8,-10.8,0.0,0.9
2004-03-13 06:00:00,91.0,77.0,99.0,1600.0,14.0,13.8,1012.5,-13.3,0.0,1.1
2004-03-13 07:00:00,98.0,50.0,81.0,1200.0,33.0,16.0,1011.5,-13.5,0.0,5.9
2004-03-13 08:00:00,72.0,31.0,57.0,900.0,51.0,16.7,1010.8,-14.0,0.0,4.3
2004-03-13 09:00:00,48.0,14.0,17.0,500.0,77.0,16.9,1010.5,-12.7,0.0,2.0
2004-03-13 10:00:00,28.0,12.0,17.0,400.0,77.0,16.4,1010.6,-15.4,0.0,2.9
2004-03-13 11:00:00,26.0,9.0,19.0,400.0,73.0,13.1,1011.1,-10.1,0.0,1.7
2004-03-13 12:00:00,24.0,8.0,27.0,500.0,66.0,8.7,1012.3,-11.3,0.0,1.6
2004-03-13 13:00:00,19.0,26.0,98.0,1300.0,11.0,12.2,1013.4,-13.7,0.0,2.0
2004-03-13 14:00:00,60.0,64.0,135.0,2000.0,4.0,11.7,1013.5,-12.6,0.0,0.9
2004-03-13 15:00:00,117.0,28.0,100.0,1100.0,5.0,5.3,1013.6,-10.9,0.0,0.0
2004-03-13 16:00:00,54.0,28.0,90.0,1200.0,2.0,3.1,1014.1,-10.2,0.0,1.8
2004-03-13 17:00:00,46.0,29.0,84.0,1200.0,2.0,5.2,1014.8,-10.6,0.0,1.7
2004-03-13 18:00:00,42.0,51.0,86.0,1300.0,4.0,7.7,1015.7,-11.1,0.0,2.6
2004-03-13 19:00:00,49.0,39.0,64.0,1000.0,25.0,8.2,1016.7,-11.7,0.0,2.8
2004-03-13 20:00:00,34.0,39.0,14.0,300.0,68.0,8.1,1016.7,-11.8,0.0,4.3
2004-03-13 21:00:00,12.0,6.0,12.0,300.0,77.0,7.2,1016.9,-11.6,0.0,2.8
2004-03-13 22:00:00,7.0,14.0,12.0,400.0,42.0,6.0,1018.0,-11.6,0.0,1.0
2004-03-13 23:00:00,10.0,18.0,45.0,400.0,40.0,2.7,1018.6,-10.9,0.0,0.5
2004-03-14 00:00:00,13.0,24.0,65.0,500.0,22.0,3.8,1018.9,-11.4,0.0,2.3
2004-03-14 01:00:00,14.0,30.0,70.0,600.0,17.0,6.5,1019.7,-10.7,0.0,2.3
2004-03-14 02:00:00,13.0,38.0,70.0,700.0,21.0,9.0,1020.7,-12.2,0.0,3.1
2004-03-14 03:00:00,15.0,26.0,36.0,500.0,52.0,10.6,1020.8,-12.1,0.0,1.3
2004-03-14 04:00:00,16.0,22.0,36.0,600.0,57.0,11.9,1020.4,-12.4,0.0,2.1
2004-03-14 05:00:00,18.0,18.0,27.0,400.0,68.0,13.1,1020.0,-13.0,0.0,3.0
2004-03-14 06:00:00,13.0,12.0,14.0,400.0,77.0,14.2,1018.9,-13.9,0.0,2.7
2004-03-14 07:00:00,3.0,7.0,12.0,300.0,82.0,15.3,1017.8,-13.0,0.0,2.0
2004-03-14 08:00:00,3.0,8.0,13.0,400.0,84.0,15.2,1017.0,-13.1,0.0,0.7
2004-03-14 09:00:00,10.0,9.0,15.0,400.0,84.0,15.3,1016.3,-13.0,0.0,2.4
2004-03-14 10:00:00,14.0,10.0,34.0,500.0,70.0,14.5,1015.7,-13.7,0.0,2.6
2004-03-14 11:00:00,20.0,14.0,40.0,500.0,78.0,12.7,1015.9,-11.8,0.0,2.6
2004-03-14 12:00:00,25.0,13.0,43.0,600.0,75.0,11.6,1016.5,-11.3,0.0,3.4
2004-03-14 13:00:00,31.0,17.0,61.0,700.0,53.0,10.9,1016.6,-10.6,0.0,3.5
2004-03-14 14:00:00,34.0,18.0,76.0,800.0,40.0,9.9,1016.9,-10.3,0.0,3.1
2004-03-14 15:00:00,40.0,40.0,76.0,800.0,39.0,8.4,1016.9,-10.0,0.0,2.1
2004-03-14 16:00:00,51.0,46.0,85.0,1000.0,31.0,8.6,1016.3,-9.9,0.0,2.4
2004-03-14 17:00:00,58.0,46.0,86.0,1100.0,84.0,7.7,1015.7,-9.3,0.0,2.1
2004-03-14 18:00:00,71.0,66.0,78.0,1100.0,84.0,4.7,1015.2,-9.1,0.0,1.6
2004-03-14 19:00:00,91.0,75.0,75.0,1200.0,84.0,1.1,1014.7,-7.9,0.0,0.0
2004-03-14 20:00:00,100.0,58.0,79.0,1200.0,84.0,-0.6,1014.4,-8.1,0.0,0.0
2004-03-14 21:00:00,103.0,66.0,83.0,1399.0,84.0,0.2,1014.0,-8.8,0.0,1.2
2004-03-14 22:00:00,115.0,76.0,92.0,2299.0,84.0,1.8,1013.7,-9.5,0.0,1.5
2004-03-14 23:00:00,117.0,91.0,91.0,2399.0,84.0,0.6,1013.9,-9.4,0.0,0.8
2004-03-15 00:00:00,104.0,94.0,89.0,2200.0,84.0,-0.2,1013.4,-8.6,0.0,1.3
2004-03-15 01:00:00,106.0,82.0,87.0,2299.0,84.0,2.9,1013.4,-9.1,0.0,1.3
2004-03-15 02:00:00,111.0,101.0,87.0,2399.0,84.0,5.1,1013.4,-9.1,0.0,1.2
2004-03-15 03:00:00,114.0,114.0,92.0,2899.0,84.0,7.7,1012.8,-8.4,0.0,1.5
2004-03-15 04:00:00,131.0,107.0,104.0,2700.0,84.0,9.4,1012.0,-8.2,0.0,1.5
2004-03-15 05:00:00,138.0,109.0,115.0,2299.0,84.0,10.6,1011.1,-8.1,0.0,1.4
2004-03-15 06:00:00,142.0,104.0,136.0,2299.0,15.0,11.9,1009.7,-7.5,0.0,1.3
2004-03-15 07:00:00,163.0,94.0,147.0,2200.0,84.0,12.6,1008.5,-8.0,0.0,1.0
2004-03-15 08:00:00,168.0,85.0,158.0,2100.0,84.0,13.5,1007.7,-7.8,0.0,1.4
2004-03-15 09:00:00,165.0,85.0,172.0,2200.0,78.0,13.8,1007.2,-7.6,0.0,1.2
2004-03-15 10:00:00,166.0,97.0,194.0,2700.0,78.0,13.2,1007.1,-7.0,0.0,2.0
2004-03-15 11:00:00,190.0,101.0,204.0,2799.0,75.0,12.1,1007.7,-6.4,0.0,1.6
2004-03-15 12:00:00,203.0,107.0,197.0,2500.0,53.0,9.0,1008.2,-5.7,0.0,1.4
2004-03-15 13:00:00,210.0,103.0,188.0,2200.0,40.0,5.3,1008.5,-4.8,0.0,0.0
2004-03-15 14:00:00,205.0,106.0,189.0,2500.0,39.0,3.3,1008.7,-4.7,0.0,0.2
2004-03-15 15:00:00,215.0,93.0,178.0,3100.0,31.0,2.9,1009.0,-4.6,0.0,1.2
2004-03-15 16:00:00,219.0,92.0,169.0,3200.0,29.0,5.2,1008.9,-6.1,0.0,1.1
2004-03-15 17:00:00,226.0,147.0,184.0,4400.0,29.0,4.9,1008.4,-6.1,0.0,1.4
2004-03-15 18:00:00,284.0,133.0,174.0,4000.0,28.0,4.9,1008.5,-6.4,0.0,1.2
2004-03-15 19:00:00,272.0,131.0,166.0,4000.0,22.0,4.8,1008.3,-5.9,0.0,1.5
2004-03-15 20:00:00,242.0,109.0,146.0,3200.0,22.0,4.1,1007.8,-5.9,0.0,1.9
2004-03-15 21:00:00,212.0,90.0,141.0,2600.0,22.0,4.0,1007.6,-6.3,0.0,1.9
2004-03-15 22:00:00,192.0,836.808,141.0,2600.0,22.0,3.9,1007.3,-6.1,0.0,1.4
2004-03-15 23:00:00,188.0,92.0,143.0,2500.0,22.0,4.1,1007.8,-5.7,0.0,1.6
2004-03-16 00:00:00,186.0,94.0,131.0,2600.0,22.0,4.5,1008.4,-5.3,0.0,2.0
2004-03-16 01:00:00,188.0,92.0,129.0,2700.0,22.0,5.7,1009.3,-5.0,0.0,1.7
2004-03-16 02:00:00,194.0,102.0,113.0,2500.0,22.0,6.6,1009.3,-4.8,0.0,1.7
2004-03-16 03:00:00,184.0,98.0,102.0,2399.0,22.0,7.5,1009.1,-4.6,0.0,1.7
2004-03-16 04:00:00,175.0,107.0,103.0,2600.0,22.0,8.7,1008.6,-4.5,0.0,1.5
2004-03-16 05:00:00,179.0,119.0,105.0,2399.0,22.0,10.1,1007.7,-4.7,0.0,1.4
2004-03-16 06:00:00,192.0,124.0,113.0,2299.0,22.0,11.1,1006.9,-4.2,0.0,0.4
2004-03-16 07:00:00,201.0,126.0,136.0,2700.0,22.0,12.6,1005.8,-3.7,0.0,1.5
2004-03-16 08:00:00,230.0,130.0,146.0,2799.0,14.0,14.5,1005.5,-3.3,0.0,1.6
2004-03-16 09:00:00,246.0,140.0,157.0,2899.0,10.0,14.7,1005.5,-3.2,0.0,2.5
2004-03-16 10:00:00,248.0,154.0,146.0,2799.0,17.0,14.2,1005.5,-3.2,0.0,1.4
2004-03-16 11:00:00,230.0,145.0,171.0,3200.0,17.0,11.6,1005.9,-3.4,0.0,1.1
2004-03-16 12:00:00,239.0,142.0,177.0,3500.0,17.0,6.8,1006.8,-2.9,0.0,0.9
2004-03-16 13:00:00,242.0,124.0,164.0,3700.0,17.0,5.1,1007.6,-2.5,0.0,1.2
2004-03-16 14:00:00,254.0,107.0,154.0,4200.0,17.0,4.4,1008.2,-2.5,0.0,1.1
2004-03-16 15:00:00,266.0,117.0,159.0,3799.0,17.0,3.8,1007.7,-2.2,0.0,1.9
2004-03-16 16:00:00,254.0,111.0,148.0,4099.0,17.0,2.4,1007.3,-2.5,0.0,1.2
2004-03-16 17:00:00,260.0,119.0,145.0,4000.0,17.0,2.3,1007.2,-2.4,0.0,1.3
2004-03-16 18:00:00,250.0,102.0,139.0,4000.0,17.0,1.5,1007.1,-2.6,0.0,0.8
2004-03-16 19:00:00,240.0,91.0,127.0,4000.0,17.0,0.7,1007.1,-2.7,0.0,1.2
2004-03-16 20:00:00,238.0,83.0,133.0,4000.0,17.0,1.5,1006.9,-2.5,0.0,0.6
2004-03-16 21:00:00,243.0,86.0,121.0,4099.0,17.0,0.3,1006.5,-2.7,0.0,1.7
2004-03-16 22:00:00,246.0,57.0,113.0,5000.0,17.0,-0.9,1006.4,-3.3,0.0,0.5
2004-03-16 23:00:00,275.0,46.0,103.0,5599.0,17.0,1.6,1006.7,-1.5,0.0,1.7
2004-03-17 00:00:00,306.0,41.0,114.0,5700.0,17.0,0.3,1006.6,-2.7,0.0,0.4
2004-03-17 01:00:00,320.0,46.0,124.0,4599.0,17.0,2.4,1006.8,-1.4,0.0,1.5
2004-03-17 02:00:00,292.0,78.0,106.0,3700.0,17.0,8.3,1006.5,-1.0,0.0,0.8
2004-03-17 03:00:00,251.0,182.0,116.0,3299.0,17.0,10.1,1006.1,-0.7,0.0,0.6
2004-03-17 04:00:00,228.0,166.0,135.0,3200.0,17.0,12.7,1005.5,-1.6,0.0,1.2
2004-03-17 05:00:00,217.0,169.0,171.0,4000.0,17.0,16.5,1003.6,-1.6,0.0,1.7
2004-03-17 06:00:00,255.0,154.0,201.0,4000.0,17.0,17.1,1001.6,-3.1,0.0,3.7
2004-03-17 07:00:00,258.0,111.0,226.0,3700.0,17.0,17.7,1000.2,-3.2,0.0,3.1
2004-03-17 08:00:00,277.0,102.0,167.0,2899.0,39.0,18.3,998.6,-3.2,0.0,3.6
2004-03-17 09:00:00,282.0,79.0,130.0,2399.0,61.0,18.6,997.6,-1.8,0.0,3.3
2004-03-17 10:00:00,267.0,62.0,97.0,1899.0,80.0,17.9,997.2,-0.9,0.0,1.9
2004-03-17 11:00:00,216.0,64.0,86.0,1600.0,84.0,15.4,997.1,-1.7,0.0,1.4
2004-03-17 12:00:00,201.0,76.0,125.0,1899.0,84.0,14.4,997.4,-2.5,0.0,1.9
2004-03-17 13:00:00,211.0,79.0,173.0,2399.0,10.0,13.4,997.9,-2.6,0.0,1.5
2004-03-17 14:00:00,227.0,99.0,207.0,3399.0,84.0,11.8,997.7,-2.1,0.0,1.5
2004-03-17 15:00:00,282.0,114.0,213.0,4000.0,84.0,9.2,997.9,-1.3,0.0,1.4
2004-03-17 16:00:00,363.0,126.0,210.0,4000.0,84.0,7.5,998.3,-1.2,0.0,1.3
2004-03-17 17:00:00,376.0,128.0,209.0,3799.0,84.0,6.6,998.4,-0.9,0.0,0.1
2004-03-17 18:00:00,344.0,107.0,195.0,3799.0,84.0,4.1,998.2,-1.3,0.0,0.0
2004-03-17 19:00:00,339.0,90.0,177.0,4099.0,84.0,3.3,998.5,-1.7,0.0,0.9
2004-03-17 20:00:00,339.0,90.0,162.0,3899.0,84.0,2.5,998.2,-1.9,0.0,0.8
2004-03-17 21:00:00,324.0,71.0,154.0,3899.0,84.0,1.8,997.9,-1.8,0.0,0.0
2004-03-17 22:00:00,322.0,62.0,154.0,3299.0,84.0,1.3,998.5,-1.8,0.0,1.0
2004-03-17 23:00:00,315.0,47.0,144.0,3200.0,84.0,1.4,999.0,-1.5,0.0,0.8
2004-03-18 00:00:00,310.0,45.0,146.0,3299.0,84.0,1.1,999.7,-1.8,0.0,0.8
2004-03-18 01:00:00,309.0,44.0,145.0,4099.0,84.0,5.7,1000.4,0.5,0.0,1.0
2004-03-18 02:00:00,310.0,88.0,137.0,4900.0,84.0,10.9,1000.8,1.4,0.0,0.7
2004-03-18 03:00:00,326.0,144.0,149.0,5200.0,84.0,16.9,1001.1,-0.4,0.0,1.0
2004-03-18 04:00:00,326.0,144.0,149.0,5200.0,84.0,19.1,1000.9,-0.4,0.0,1.9
2004-03-18 05:00:00,219.0,83.0,160.0,3100.0,84.0,20.5,1000.5,-3.3,0.0,4.4
2004-03-18 06:00:00,104.0,37.0,101.0,1399.0,84.0,21.7,999.4,-2.3,0.0,3.0
2004-03-18 07:00:00,121.0,40.0,96.0,1300.0,84.0,22.5,998.2,-2.3,0.0,3.3
2004-03-18 08:00:00,184.0,49.0,104.0,1800.0,84.0,17.4,998.3,1.4,0.0,4.5
2004-03-18 09:00:00,330.0,102.0,139.0,3600.0,84.0,13.9,999.5,1.2,0.0,2.7
2004-03-18 10:00:00,172.0,84.0,84.0,1700.0,84.0,11.9,1000.2,0.0,0.0,2.6
2004-03-18 11:00:00,114.0,68.0,68.0,1100.0,68.0,10.3,999.9,-0.5,0.0,2.8
2004-03-18 12:00:00,82.0,55.0,63.0,900.0,68.0,9.3,1000.6,-0.9,0.0,1.4
2004-03-18 13:00:00,84.0,46.0,73.0,1100.0,68.0,8.0,1000.5,-0.3,0.0,0.8
2004-03-18 14:00:00,91.0,48.0,65.0,1000.0,68.0,7.9,1000.4,-1.6,0.0,1.4
2004-03-18 15:00:00,81.0,43.0,61.0,1100.0,68.0,7.2,1000.0,-1.5,0.0,1.6
2004-03-18 16:00:00,90.0,45.0,68.0,1399.0,68.0,6.3,999.0,-3.4,0.0,0.9
2004-03-18 17:00:00,79.0,53.0,63.0,1500.0,68.0,5.7,997.7,-3.4,0.0,1.0
2004-03-18 18:00:00,49.0,53.0,70.0,1600.0,68.0,3.6,996.1,-2.6,0.0,0.6
2004-03-18 19:00:00,89.0,54.0,84.0,1899.0,68.0,2.1,994.9,-2.6,0.0,1.1
2004-03-18 20:00:00,89.0,44.0,97.0,2299.0,68.0,1.4,994.1,-3.1,0.0,0.0
2004-03-18 21:00:00,98.0,42.0,94.0,2299.0,68.0,1.1,993.0,-3.2,0.0,1.4
2004-03-18 22:00:00,97.0,52.0,97.0,2399.0,68.0,1.8,992.0,-2.3,0.0,0.0
2004-03-18 23:00:00,102.0,52.0,93.0,2500.0,68.0,3.2,992.0,-2.8,0.0,1.3
2004-03-19 00:00:00,110.0,44.0,83.0,2600.0,68.0,2.8,992.2,-2.5,0.0,1.0
2004-03-19 01:00:00,108.0,51.0,85.0,2100.0,68.0,4.6,992.9,-2.1,0.0,1.8
2004-03-19 02:00:00,104.0,70.0,82.0,2100.0,68.0,8.4,994.1,-1.7,0.0,2.6
2004-03-19 03:00:00,113.0,108.0,86.0,1899.0,68.0,16.3,995.9,-0.4,0.0,3.3
2004-03-19 04:00:00,145.0,122.0,86.0,2200.0,68.0,16.7,998.3,-4.6,0.0,7.7
2004-03-19 05:00:00,69.0,50.0,21.0,400.0,68.0,14.3,1001.3,-9.1,0.0,7.4
2004-03-19 06:00:00,78.0,10.0,10.0,300.0,68.0,12.4,1004.3,-14.4,0.0,7.9
2004-03-19 07:00:00,49.0,4.0,7.0,300.0,76.0,10.3,1006.5,-17.0,0.0,7.2
2004-03-19 08:00:00,47.0,3.0,6.0,300.0,81.0,10.5,1008.1,-16.8,0.0,6.7
2004-03-19 09:00:00,28.0,3.0,8.0,300.0,81.0,10.2,1009.4,-17.1,0.0,3.9
2004-03-19 10:00:00,21.0,3.0,9.0,300.0,81.0,10.5,1010.8,-17.8,0.0,4.8
2004-03-19 11:00:00,14.0,4.0,9.0,300.0,81.0,8.6,1013.0,-18.3,0.0,4.8
2004-03-19 12:00:00,17.0,4.0,10.0,300.0,81.0,7.4,1015.9,-19.3,0.0,4.8
2004-03-19 13:00:00,15.0,5.0,10.0,400.0,81.0,6.4,1018.1,-18.4,0.0,3.5
2004-03-19 14:00:00,18.0,4.0,7.0,400.0,82.0,5.6,1019.7,-18.3,0.0,4.5
2004-03-19 15:00:00,12.0,4.0,8.0,400.0,82.0,4.8,1020.3,-17.6,0.0,3.3
2004-03-19 16:00:00,11.0,6.0,8.0,300.0,82.0,3.8,1021.2,-17.8,0.0,1.2
2004-03-19 17:00:00,6.0,8.0,10.0,400.0,82.0,0.8,1021.3,-14.1,0.0,0.6
2004-03-19 18:00:00,11.0,6.0,16.0,400.0,82.0,-0.5,1020.8,-13.4,0.0,0.0
2004-03-19 19:00:00,11.0,10.0,25.0,400.0,82.0,-0.2,1021.1,-11.6,0.0,1.0
2004-03-19 20:00:00,6.0,14.0,41.0,400.0,82.0,-2.1,1020.9,-11.7,0.0,0.7
2004-03-19 21:00:00,10.0,17.0,55.0,500.0,82.0,-2.0,1021.1,-11.8,0.0,1.2
2004-03-19 22:00:00,18.0,17.0,76.0,500.0,82.0,-1.3,1021.9,-14.8,0.0,0.0
2004-03-19 23:00:00,21.0,18.0,80.0,700.0,82.0,-1.8,1022.0,-10.9,0.0,1.7
2004-03-20 00:00:00,18.0,21.0,73.0,800.0,82.0,-2.0,1022.5,-11.8,0.0,0.0
2004-03-20 01:00:00,24.0,21.0,82.0,1500.0,82.0,3.5,1023.2,-14.7,0.0,2.3
2004-03-20 02:00:00,31.0,33.0,84.0,1300.0,82.0,5.3,1023.5,-15.9,0.0,4.6
2004-03-20 03:00:00,26.0,34.0,69.0,900.0,82.0,6.8,1023.1,-15.9,0.0,5.2
2004-03-20 04:00:00,27.0,28.0,55.0,700.0,82.0,8.3,1022.4,-14.7,0.0,4.6
2004-03-20 05:00:00,30.0,20.0,40.0,800.0,82.0,9.8,1021.9,-14.2,0.0,2.7
2004-03-20 06:00:00,28.0,21.0,34.0,700.0,82.0,10.4,1021.0,-14.4,0.0,0.4
2004-03-20 07:00:00,34.0,20.0,30.0,600.0,82.0,11.2,1020.0,-13.8,0.0,2.8
2004-03-20 08:00:00,28.0,17.0,28.0,500.0,82.0,11.4,1019.0,-13.6,0.0,4.0
2004-03-20 09:00:00,37.0,17.0,27.0,500.0,82.0,11.3,1018.7,-14.5,0.0,4.5
2004-03-20 10:00:00,36.0,18.0,26.0,500.0,84.0,10.4,1018.3,-13.7,0.0,4.1
2004-03-20 11:00:00,38.0,25.0,33.0,500.0,84.0,9.1,1018.2,-13.4,0.0,4.4
2004-03-20 12:00:00,44.0,27.0,34.0,600.0,84.0,8.2,1018.5,-12.3,0.0,2.6
2004-03-20 13:00:00,60.0,28.0,39.0,700.0,84.0,7.7,1018.8,-11.1,0.0,2.3
2004-03-20 14:00:00,70.0,33.0,61.0,800.0,84.0,7.4,1018.8,-10.9,0.0,3.5
2004-03-20 15:00:00,64.0,28.0,62.0,800.0,84.0,6.5,1018.9,-10.3,0.0,2.7
2004-03-20 16:00:00,70.0,31.0,60.0,900.0,84.0,5.9,1018.5,-10.0,0.0,2.4
2004-03-20 17:00:00,81.0,46.0,62.0,1000.0,84.0,3.0,1018.7,-9.0,0.0,0.9
2004-03-20 18:00:00,90.0,55.0,69.0,1100.0,84.0,0.3,1018.5,-8.7,0.0,1.4
2004-03-20 19:00:00,95.0,57.0,78.0,1100.0,84.0,-0.7,1018.0,-7.3,0.0,0.7
2004-03-20 20:00:00,95.0,53.0,76.0,1100.0,84.0,-1.7,1017.4,-7.0,0.0,0.5
2004-03-20 21:00:00,96.0,56.0,78.0,1100.0,84.0,-2.1,1017.2,-6.5,0.0,0.6
2004-03-20 22:00:00,97.0,55.0,80.0,1100.0,84.0,-1.6,1016.9,-7.9,0.0,1.1
2004-03-20 23:00:00,106.0,49.0,76.0,1200.0,84.0,-2.3,1016.9,-8.0,0.0,0.1
2004-03-21 00:00:00,114.0,40.0,76.0,1600.0,84.0,-2.1,1017.0,-8.0,0.0,0.9
2004-03-21 01:00:00,112.0,62.0,77.0,2100.0,84.0,1.3,1017.4,-8.3,0.0,1.9
2004-03-21 02:00:00,113.0,71.0,77.0,2600.0,84.0,3.1,1017.5,-8.6,0.0,1.8
2004-03-21 03:00:00,120.0,96.0,89.0,2500.0,84.0,4.6,1016.8,-8.2,0.0,1.8
